order_id,klant_id,stad,land,datum_besteld,product,categorie,aantal,stuksprijs,korting_pct,omzet,betaalmethode,beloofde_levertijd,levertijd_dagen,klachtmelding,te_laat,korting_ontbrak
ORD-100692,K1097,Eindhoven,NL,2025-02-24,Amoxicilline 250mg,Rx,20.0,6.64,10.0,119.52,creditcard,4,2.0,nee,0,0
ORD-102167,K1021,Den Haag,NL,2025-04-25,Levothyroxine 50mcg,Rx,38.0,3.09,10.0,105.68,creditcard,4,3.1,nee,0,0
ORD-102105,K1068,Rotterdam,NL,2025-04-05,Paracetamol 500mg,OTC,18.0,1.88,20.0,27.07,creditcard,4,3.6,nee,0,0
ORD-100916,K1141,Amsterdam,NL,2025-08-17,Vitamine D3 25mcg,OTC,12.0,7.56,0.0,90.72,vooruitbetaling,4,3.2,nee,0,0
ORD-101852,K1089,Maastricht,NL,2025-10-04,Levothyroxine 50mcg,Rx,19.0,3.27,0.0,62.13,vooruitbetaling,4,2.3,nee,0,0
ORD-102307,K1038,Eindhoven,NL,2025-04-08,Vitamine D3 25mcg,OTC,14.0,7.19,0.0,80.53,vooruitbetaling,4,3.1,nee,0,0
ORD-101136,K1165,Amsterdam,NL,2025-05-20,Vitamine D3 25mcg,OTC,20.0,7.36,0.0,147.2,incasso,4,2.5,nee,0,0
ORD-101051,K1136,Antwerpen,BE,2025-04-28,Omeprazol 20mg,Rx,16.0,5.0,20.0,64.0,factuur,4,1.0,nee,0,0
ORD-101462,K1078,Eindhoven,NL,2025-01-08,Metformine 850mg,Rx,13.0,4.13,10.0,48.32,vooruitbetaling,4,,nee,0,0
ORD-100979,K1015,Den Haag,NL,2025-07-17,Metformine 850mg,Rx,33.0,4.29,0.0,141.57,incasso,4,1.0,nee,0,0
ORD-101559,K1162,Eindhoven,NL,2025-03-31,Amoxicilline 250mg,Rx,26.0,6.94,15.0,153.37,vooruitbetaling,4,4.3,ja,1,0
ORD-101113,K1122,Maastricht,NL,2025-04-05,Salbutamol inhalator,Rx,34.0,18.72,20.0,509.18,creditcard,4,3.6,nee,0,0
ORD-101695,K1139,Den Haag,NL,2025-09-21,Vitamine D3 25mcg,OTC,17.0,7.1,20.0,96.56,creditcard,4,2.4,nee,0,0
ORD-101934,K1166,Utrecht,NL,2025-10-13,Amoxicilline 250mg,Rx,4.0,7.22,10.0,25.99,incasso,4,1.0,ja,0,0
ORD-101312,K1011,Amsterdam,NL,2025-10-06,Levothyroxine 50mcg,Rx,11.0,3.06,5.0,31.98,incasso,4,2.0,nee,0,0
ORD-101392,K1107,Antwerpen,BE,2025-03-24,Omeprazol 20mg,Rx,10.0,4.95,0.0,49.5,factuur,4,2.0,nee,0,0
ORD-102362,K1058,Eindhoven,NL,2025-10-29,Insuline pen,Koelketen,20.0,41.79,20.0,668.64,incasso,6,4.5,nee,0,0
ORD-100631,K1026,Rotterdam,NL,2025-11-16,Levothyroxine 50mcg,Rx,19.0,3.27,0.0,62.13,factuur,4,,nee,0,0
ORD-101835,K1113,Maastricht,NL,2025-11-12,Metformine 850mg,Rx,37.0,3.95,0.0,146.15,incasso,4,1.0,nee,0,0
ORD-100800,K1163,Gent,BE,2025-03-02,Levothyroxine 50mcg,Rx,10.0,3.12,0.0,31.2,factuur,4,3.1,nee,0,0
ORD-101285,K1071,Den Haag,NL,2025-03-31,Insuline pen,Koelketen,10.0,42.25,0.0,422.5,vooruitbetaling,6,5.4,nee,0,0
ORD-101972,K1147,Groningen,NL,2025-05-29,Vitamine D3 25mcg,OTC,21.0,7.57,5.0,151.02,vooruitbetaling,4,2.3,nee,0,0
ORD-102283,K1178,onbekend,BE,2025-08-03,Amoxicilline 250mg,Rx,19.0,6.99,0.0,132.81,creditcard,4,2.0,nee,0,0
ORD-100222,K1178,Utrecht,NL,2025-06-16,Vitamine D3 25mcg,OTC,6.0,7.22,0.0,43.32,factuur,4,2.3,nee,0,0
ORD-101378,K1027,Utrecht,NL,2025-11-17,Levothyroxine 50mcg,Rx,51.0,3.08,5.0,149.23,factuur,4,3.0,nee,0,0
ORD-100243,K1159,Groningen,NL,2025-06-25,Metformine 850mg,Rx,23.0,4.33,10.0,89.63,factuur,4,3.8,nee,0,0
ORD-101643,K1089,Rotterdam,NL,2025-09-24,Ibuprofen 400mg,OTC,17.0,2.44,5.0,39.41,creditcard,4,1.8,nee,0,0
ORD-102007,K1080,Zwolle,NL,2025-08-06,Paracetamol 500mg,OTC,66.0,1.86,5.0,116.62,vooruitbetaling,4,4.0,nee,0,0
ORD-101506,K1090,Amsterdam,NL,2025-06-20,Ibuprofen 400mg,OTC,11.0,2.37,0.0,26.07,factuur,4,1.2,nee,0,0
ORD-101454,K1146,Den Haag,NL,2025-10-05,Omeprazol 20mg,Rx,50.0,5.28,10.0,237.6,incasso,4,4.9,ja,1,0
ORD-101772,K1052,Antwerpen,BE,2025-02-11,Simvastatine 40mg,Rx,55.0,4.11,20.0,180.84,factuur,4,2.2,nee,0,0
ORD-100040,K1118,Utrecht,NL,2025-02-22,Simvastatine 40mg,Rx,15.0,3.83,0.0,57.45,factuur,4,4.3,ja,1,0
ORD-101088,K1033,Rotterdam,NL,2025-05-24,Levothyroxine 50mcg,Rx,47.0,3.06,0.0,143.82,incasso,4,3.7,nee,0,0
ORD-102136,K1077,Den Haag,NL,2025-05-03,Insuline pen,Koelketen,24.0,41.07,20.0,788.54,creditcard,6,4.4,nee,0,0
ORD-100288,K1073,Rotterdam,NL,2025-09-24,Ibuprofen 400mg,OTC,19.0,2.34,15.0,37.79,vooruitbetaling,4,1.3,nee,0,0
ORD-100908,K1027,Amsterdam,NL,2025-06-14,Salbutamol inhalator,Rx,44.0,18.66,5.0,779.99,vooruitbetaling,4,1.4,nee,0,0
ORD-101494,K1050,Antwerpen,BE,2025-08-10,Ibuprofen 400mg,OTC,120.0,2.46,10.0,265.68,vooruitbetaling,4,3.3,nee,0,0
ORD-101554,K1172,Amsterdam,NL,2025-11-07,Ibuprofen 400mg,OTC,113.0,2.56,0.0,289.28,incasso,4,3.3,nee,0,0
ORD-102067,K1023,Gent,BE,2025-03-19,Levothyroxine 50mcg,Rx,6.0,2.9,0.0,17.4,incasso,4,1.8,nee,0,0
ORD-102377,K1122,Den Haag,NL,2025-08-02,Ibuprofen 400mg,OTC,72.0,2.34,10.0,151.63,onbekend,4,2.5,nee,0,0
ORD-100283,K1075,Rotterdam,NL,2025-10-16,Simvastatine 40mg,Rx,10.0,3.92,0.0,39.2,creditcard,4,2.6,nee,0,0
ORD-102151,K1040,Amsterdam,NL,2025-10-17,Vitamine D3 25mcg,OTC,29.0,7.78,5.0,214.34,factuur,4,4.2,nee,1,0
ORD-100588,K1044,Gent,BE,2025-06-04,Levothyroxine 50mcg,Rx,11.0,3.02,10.0,29.9,creditcard,4,1.8,nee,0,0
ORD-101511,K1168,Eindhoven,NL,2025-03-28,Salbutamol inhalator,Rx,21.0,18.99,5.0,378.85,incasso,4,1.6,nee,0,0
ORD-102370,K1079,Groningen,NL,2025-06-14,Insuline pen,Koelketen,31.0,41.29,20.0,1023.99,factuur,6,4.8,nee,0,0
ORD-101678,K1011,Antwerpen,BE,2025-06-27,Amoxicilline 250mg,Rx,9.0,6.62,0.0,59.58,vooruitbetaling,4,1.8,nee,0,0
ORD-100610,K1076,Zwolle,NL,2025-06-09,Ibuprofen 400mg,OTC,8.0,2.46,5.0,18.7,creditcard,4,1.0,nee,0,0
ORD-101927,K1119,Groningen,NL,2025-01-08,Salbutamol inhalator,Rx,15.0,18.56,0.0,278.4,factuur,4,2.3,nee,0,0
ORD-100180,K1172,Eindhoven,NL,2025-10-28,Salbutamol inhalator,Rx,15.0,18.14,0.0,272.1,creditcard,4,3.8,nee,0,0
ORD-100146,K1132,Utrecht,NL,2025-04-18,Paracetamol 500mg,OTC,42.0,1.8,0.0,75.6,vooruitbetaling,4,2.5,nee,0,0
ORD-101601,K1116,Utrecht,NL,2025-09-23,Salbutamol inhalator,Rx,16.0,18.95,10.0,272.88,incasso,4,2.2,nee,0,0
ORD-101882,K1153,Utrecht,NL,2025-05-14,Levothyroxine 50mcg,Rx,22.0,3.03,15.0,56.66,factuur,4,2.9,nee,0,0
ORD-100413,K1074,Antwerpen,BE,2025-03-18,Simvastatine 40mg,Rx,46.0,3.91,0.0,179.86,factuur,4,1.4,nee,0,0
ORD-100765,K1062,Amsterdam,NL,2025-11-28,Amoxicilline 250mg,Rx,9.0,6.8,20.0,48.96,factuur,4,3.4,nee,0,0
ORD-100606,K1080,Den Haag,NL,2025-06-21,Levothyroxine 50mcg,Rx,24.0,3.32,0.0,79.68,vooruitbetaling,4,,nee,0,0
ORD-100425,K1156,Utrecht,NL,2025-07-03,Levothyroxine 50mcg,Rx,46.0,3.18,15.0,124.34,vooruitbetaling,4,4.4,nee,1,0
ORD-100485,K1059,Amsterdam,NL,2025-08-20,Omeprazol 20mg,Rx,31.0,4.94,0.0,153.14,factuur,4,4.6,ja,1,0
ORD-100172,K1177,Zwolle,NL,2025-07-24,Levothyroxine 50mcg,Rx,33.0,3.07,10.0,91.18,vooruitbetaling,4,3.4,nee,0,0
ORD-101204,K1169,Amsterdam,NL,2025-02-23,Omeprazol 20mg,Rx,18.0,5.1,10.0,82.62,vooruitbetaling,4,2.2,nee,0,0
ORD-101363,K1169,Utrecht,NL,2025-08-19,Amoxicilline 250mg,Rx,8.0,6.68,10.0,48.1,creditcard,4,1.0,nee,0,0
ORD-101309,K1063,Rotterdam,NL,2025-11-20,Salbutamol inhalator,Rx,15.0,19.17,0.0,287.55,factuur,4,1.9,nee,0,0
ORD-101453,K1122,Antwerpen,BE,2025-06-14,Simvastatine 40mg,Rx,23.0,4.09,5.0,89.37,factuur,4,1.0,ja,0,0
ORD-101523,K1108,Amsterdam,NL,2025-07-30,Paracetamol 500mg,OTC,4.0,1.81,0.0,7.24,factuur,4,2.0,nee,0,0
ORD-100487,K1126,Groningen,NL,2025-09-21,Amoxicilline 250mg,Rx,53.0,6.8,0.0,360.4,incasso,4,2.6,nee,0,0
ORD-102095,K1034,Gent,BE,2025-07-01,Salbutamol inhalator,Rx,37.0,19.14,20.0,566.54,incasso,4,1.0,nee,0,0
ORD-100642,K1082,Groningen,NL,2025-02-06,Levothyroxine 50mcg,Rx,56.0,3.08,15.0,146.61,factuur,4,2.7,nee,0,0
ORD-100227,K1018,Utrecht,NL,2025-09-18,Simvastatine 40mg,Rx,9.0,4.03,10.0,32.64,incasso,4,4.0,nee,0,0
ORD-100575,K1004,Amsterdam,NL,2025-07-18,Paracetamol 500mg,OTC,26.0,1.81,5.0,44.71,factuur,4,2.6,nee,0,0
ORD-101096,K1062,Utrecht,NL,2025-02-05,Simvastatine 40mg,Rx,5.0,3.95,10.0,17.78,vooruitbetaling,4,1.1,nee,0,0
ORD-102162,K1119,Utrecht,NL,2025-07-15,Omeprazol 20mg,Rx,106.0,5.31,0.0,562.86,incasso,4,2.9,nee,0,0
ORD-100203,K1119,Antwerpen,BE,2025-10-25,Levothyroxine 50mcg,Rx,22.0,2.88,20.0,50.69,incasso,4,4.3,ja,1,0
ORD-101528,K1141,Groningen,NL,2025-04-14,Insuline pen,Koelketen,17.0,41.71,0.0,709.07,creditcard,6,3.5,nee,0,0
ORD-100841,K1069,Amsterdam,NL,2025-07-05,Ibuprofen 400mg,OTC,27.0,2.4,0.0,64.8,vooruitbetaling,4,3.5,nee,0,0
ORD-102294,K1099,Amsterdam,NL,2025-07-18,Vitamine D3 25mcg,OTC,18.0,7.33,20.0,34.61,incasso,4,2.6,nee,0,0
ORD-101867,K1000,Rotterdam,NL,2025-08-13,Ibuprofen 400mg,OTC,13.0,2.3,0.0,29.9,vooruitbetaling,4,2.0,nee,0,0
ORD-101211,K1121,Rotterdam,NL,2025-11-04,Simvastatine 40mg,Rx,20.0,3.97,20.0,63.52,onbekend,4,2.0,nee,0,0
ORD-100499,K1047,Rotterdam,NL,2025-02-15,Vitamine D3 25mcg,OTC,40.0,7.34,15.0,249.56,vooruitbetaling,4,4.6,ja,1,0
ORD-101007,K1070,Eindhoven,NL,2025-01-09,Vitamine D3 25mcg,OTC,73.0,7.16,0.0,522.68,vooruitbetaling,4,3.6,nee,0,0
ORD-101493,K1055,Rotterdam,NL,2025-05-14,Insuline pen,Koelketen,45.0,42.8,5.0,1829.7,incasso,6,3.5,nee,0,0
ORD-100713,K1110,Rotterdam,NL,2025-09-05,Simvastatine 40mg,Rx,28.0,3.73,0.0,104.44,factuur,4,2.9,nee,0,0
ORD-102043,K1103,Utrecht,NL,2025-04-30,Paracetamol 500mg,OTC,20.0,1.82,10.0,32.76,vooruitbetaling,4,1.4,nee,0,0
ORD-101572,K1017,Utrecht,NL,2025-10-19,Ibuprofen 400mg,OTC,22.0,2.33,15.0,43.57,vooruitbetaling,4,4.0,ja,1,0
ORD-101422,K1142,Utrecht,NL,2025-09-26,Salbutamol inhalator,Rx,64.0,18.15,15.0,987.36,creditcard,4,4.6,ja,1,0
ORD-102055,K1033,Utrecht,NL,2025-04-05,Ibuprofen 400mg,OTC,22.0,2.46,0.0,54.12,onbekend,4,3.9,nee,0,0
ORD-102019,K1113,Groningen,NL,2025-03-02,Paracetamol 500mg,OTC,94.0,1.77,20.0,133.1,incasso,4,3.8,nee,0,0
ORD-100371,K1077,Zwolle,NL,2025-09-06,Ibuprofen 400mg,OTC,31.0,2.45,20.0,60.76,factuur,4,3.3,nee,0,0
ORD-101042,K1171,Utrecht,NL,2025-04-10,Omeprazol 20mg,Rx,37.0,5.24,5.0,184.19,vooruitbetaling,4,1.7,nee,0,0
ORD-100409,K1104,Amsterdam,NL,2025-07-29,Vitamine D3 25mcg,OTC,8.0,7.36,0.0,58.88,incasso,4,3.0,nee,0,0
ORD-100550,K1025,Rotterdam,NL,2025-09-07,Levothyroxine 50mcg,Rx,21.0,3.12,0.0,52.42,creditcard,4,4.7,ja,1,0
ORD-101817,K1083,Eindhoven,NL,2025-04-21,Amoxicilline 250mg,Rx,28.0,6.62,5.0,176.09,vooruitbetaling,4,3.2,nee,0,0
ORD-101893,K1024,Antwerpen,BE,2025-01-31,Metformine 850mg,Rx,6.0,4.13,0.0,24.78,incasso,4,1.0,nee,0,0
ORD-102264,K1082,Antwerpen,BE,2025-05-02,Ibuprofen 400mg,OTC,28.0,2.3,10.0,57.96,factuur,4,3.5,nee,0,0
ORD-102301,K1137,Maastricht,NL,2025-06-08,Vitamine D3 25mcg,OTC,20.0,7.15,5.0,135.85,creditcard,4,2.0,nee,0,0
ORD-101513,K1107,Den Haag,NL,2025-11-09,Metformine 850mg,Rx,42.0,4.28,15.0,152.8,vooruitbetaling,4,4.0,ja,1,0
ORD-101961,K1049,Amsterdam,NL,2025-05-23,Vitamine D3 25mcg,OTC,58.0,7.44,10.0,388.37,creditcard,4,1.6,nee,0,0
ORD-102035,K1147,Amsterdam,NL,2025-09-25,Metformine 850mg,Rx,45.0,4.22,10.0,170.91,creditcard,4,,nee,0,0
ORD-100703,K1022,Gent,BE,2025-07-21,Metformine 850mg,Rx,42.0,4.18,0.0,175.56,factuur,4,1.9,nee,0,0
ORD-100387,K1004,Utrecht,NL,2025-04-18,Paracetamol 500mg,OTC,15.0,1.85,0.0,27.75,factuur,4,4.1,ja,1,0
ORD-101156,K1094,Groningen,NL,2025-06-02,Paracetamol 500mg,OTC,58.0,1.91,10.0,99.7,incasso,4,1.0,nee,0,0
ORD-101273,K1038,Groningen,NL,2025-01-20,Levothyroxine 50mcg,Rx,181.0,3.17,0.0,573.77,vooruitbetaling,4,3.3,nee,0,0
ORD-101914,K1158,Zwolle,NL,2025-07-04,Amoxicilline 250mg,Rx,4.0,6.71,5.0,25.5,vooruitbetaling,4,3.8,nee,0,0
ORD-102302,K1134,Eindhoven,NL,2025-11-19,Paracetamol 500mg,OTC,10.0,1.94,5.0,18.43,creditcard,4,2.6,nee,0,0
ORD-100934,K1013,Utrecht,NL,2025-06-03,Amoxicilline 250mg,Rx,37.0,7.07,5.0,248.51,vooruitbetaling,4,3.6,nee,0,0
ORD-101374,K1121,Antwerpen,BE,2025-03-18,Ibuprofen 400mg,OTC,30.0,2.38,0.0,71.4,onbekend,4,2.0,nee,0,0
ORD-100422,K1007,Utrecht,NL,2025-01-23,Amoxicilline 250mg,Rx,31.0,6.77,15.0,178.39,vooruitbetaling,4,2.7,nee,0,0
ORD-101899,K1178,Maastricht,NL,2025-11-23,Paracetamol 500mg,OTC,12.0,1.83,5.0,20.86,incasso,4,2.9,nee,0,0
ORD-100828,K1143,Utrecht,NL,2025-10-23,Paracetamol 500mg,OTC,31.0,1.86,20.0,46.13,vooruitbetaling,4,1.6,nee,0,0
ORD-101885,K1128,Eindhoven,NL,2025-10-15,Paracetamol 500mg,OTC,30.0,1.82,15.0,46.41,factuur,4,4.4,ja,1,0
ORD-101287,K1075,Utrecht,NL,2025-03-25,Amoxicilline 250mg,Rx,25.0,7.05,5.0,167.44,factuur,4,2.4,nee,0,0
ORD-102068,K1005,Groningen,NL,2025-06-11,Levothyroxine 50mcg,Rx,10.0,2.92,5.0,27.74,incasso,4,1.6,nee,0,0
ORD-100702,K1080,Rotterdam,NL,2025-04-20,Paracetamol 500mg,OTC,85.0,1.77,5.0,142.93,factuur,4,3.0,nee,0,0
ORD-101730,K1006,Eindhoven,NL,2025-06-16,Metformine 850mg,Rx,14.0,4.3,5.0,57.19,factuur,4,,nee,0,0
ORD-100402,K1008,Den Haag,NL,2025-04-02,Ibuprofen 400mg,OTC,45.0,2.33,10.0,94.36,factuur,4,4.4,ja,1,0
ORD-101947,K1123,Den Haag,NL,2025-03-30,Ibuprofen 400mg,OTC,6.0,2.42,0.0,14.52,factuur,4,1.4,nee,0,0
ORD-100411,K1026,Den Haag,NL,2025-02-04,Omeprazol 20mg,Rx,13.0,5.26,10.0,61.54,vooruitbetaling,4,1.6,nee,0,0
ORD-100661,K1167,Groningen,NL,2025-11-21,Amoxicilline 250mg,Rx,17.0,6.68,15.0,96.53,factuur,4,4.1,ja,1,0
ORD-102335,K1053,Maastricht,NL,2025-11-09,Salbutamol inhalator,Rx,31.0,19.52,5.0,574.86,onbekend,4,2.7,nee,0,0
ORD-100675,K1066,Rotterdam,NL,2025-02-17,Simvastatine 40mg,Rx,40.0,3.84,10.0,138.24,vooruitbetaling,4,3.2,nee,0,0
ORD-101920,K1173,Utrecht,NL,2025-05-19,Simvastatine 40mg,Rx,56.0,3.88,15.0,184.69,incasso,4,1.0,nee,0,0
ORD-101142,K1034,Zwolle,NL,2025-06-05,Omeprazol 20mg,Rx,29.0,5.0,0.0,145.0,incasso,4,,nee,0,0
ORD-101842,K1129,Eindhoven,NL,2025-04-28,Salbutamol inhalator,Rx,3.0,17.95,10.0,48.46,onbekend,4,3.3,nee,0,0
ORD-102317,K1003,Utrecht,NL,2025-01-31,Ibuprofen 400mg,OTC,23.0,2.46,0.0,50.92,vooruitbetaling,4,,ja,1,0
ORD-101839,K1143,Amsterdam,NL,2025-04-29,Ibuprofen 400mg,OTC,11.0,2.42,20.0,21.3,incasso,4,3.3,nee,0,0
ORD-102090,K1016,Utrecht,NL,2025-12-01,Salbutamol inhalator,Rx,45.0,18.61,15.0,711.83,vooruitbetaling,4,4.5,ja,1,0
ORD-100290,K1088,Antwerpen,BE,2025-08-06,Insuline pen,Koelketen,16.0,40.53,0.0,648.48,incasso,6,1.7,nee,0,0
ORD-100037,K1097,Zwolle,NL,2025-02-20,Metformine 850mg,Rx,8.0,4.22,20.0,27.01,vooruitbetaling,4,1.8,nee,0,0
ORD-100474,K1025,Maastricht,NL,2025-05-05,Amoxicilline 250mg,Rx,7.0,6.92,10.0,43.6,factuur,4,2.9,nee,0,0
ORD-101941,K1109,Maastricht,NL,2025-02-05,Vitamine D3 25mcg,OTC,133.0,6.94,20.0,738.42,incasso,4,6.7,ja,1,0
ORD-100752,K1021,Utrecht,NL,2025-04-01,Paracetamol 500mg,OTC,16.0,1.89,0.0,30.24,vooruitbetaling,4,1.5,nee,0,0
ORD-100967,K1068,Amsterdam,NL,2025-10-22,Vitamine D3 25mcg,OTC,23.0,6.7,5.0,146.39,creditcard,4,1.2,nee,0,0
ORD-101821,K1079,Rotterdam,NL,2025-04-02,Metformine 850mg,Rx,27.0,4.27,10.0,103.76,incasso,4,3.1,nee,0,0
ORD-100633,K1004,Amsterdam,NL,2025-05-18,Paracetamol 500mg,OTC,6.0,1.87,10.0,10.1,incasso,4,3.7,nee,0,0
ORD-100144,K1099,Amsterdam,NL,2025-04-17,Omeprazol 20mg,Rx,11.0,5.01,10.0,49.6,creditcard,4,2.9,nee,0,0
ORD-100914,K1060,Antwerpen,BE,2025-10-13,Salbutamol inhalator,Rx,72.0,19.26,0.0,1386.72,creditcard,4,3.8,nee,0,0
ORD-102319,K1143,Groningen,NL,2025-07-25,Levothyroxine 50mcg,Rx,9.0,3.07,10.0,24.87,vooruitbetaling,4,2.2,nee,0,0
ORD-100911,K1158,Zwolle,NL,2025-05-31,Amoxicilline 250mg,Rx,8.0,6.69,5.0,50.84,creditcard,4,3.4,nee,0,0
ORD-101217,K1099,Amsterdam,NL,2025-06-13,Paracetamol 500mg,OTC,12.0,1.87,5.0,21.32,creditcard,4,1.5,nee,0,0
ORD-100382,K1090,Den Haag,NL,2025-10-13,Salbutamol inhalator,Rx,44.0,19.03,15.0,711.72,incasso,4,3.3,nee,0,0
ORD-101401,K1086,Utrecht,NL,2025-08-19,Paracetamol 500mg,OTC,11.0,1.92,20.0,16.9,vooruitbetaling,4,1.9,nee,0,0
ORD-101341,K1135,Amsterdam,NL,2025-01-07,Levothyroxine 50mcg,Rx,20.0,3.1,0.0,62.0,factuur,4,3.2,nee,0,0
ORD-101277,K1046,Zwolle,NL,2025-03-22,Simvastatine 40mg,Rx,39.0,4.06,15.0,134.59,factuur,4,,nee,0,0
ORD-101661,K1136,Eindhoven,NL,2025-10-02,Vitamine D3 25mcg,OTC,4.0,7.37,10.0,26.53,factuur,4,1.0,nee,0,0
ORD-101509,K1163,Rotterdam,NL,2025-03-13,Vitamine D3 25mcg,OTC,69.0,7.33,0.0,505.77,creditcard,4,4.4,ja,1,0
ORD-100370,K1150,Maastricht,NL,2025-08-07,Paracetamol 500mg,OTC,34.0,1.96,10.0,59.98,creditcard,4,3.2,nee,0,0
ORD-101089,K1120,Amsterdam,NL,2025-08-25,Paracetamol 500mg,OTC,23.0,1.77,15.0,34.6,incasso,4,2.5,ja,0,0
ORD-100281,K1066,Rotterdam,NL,2025-01-12,Ibuprofen 400mg,OTC,29.0,2.32,5.0,63.92,incasso,4,1.0,nee,0,0
ORD-100126,K1026,Amsterdam,NL,2025-07-13,Ibuprofen 400mg,OTC,17.0,2.4,10.0,36.72,factuur,4,3.5,nee,0,0
ORD-100433,K1049,Amsterdam,NL,2025-08-13,Amoxicilline 250mg,Rx,10.0,6.92,0.0,69.2,incasso,4,1.3,nee,0,0
ORD-100400,K1167,Zwolle,NL,2025-06-15,Ibuprofen 400mg,OTC,32.0,2.45,20.0,62.72,incasso,4,3.4,nee,0,0
ORD-100475,K1045,Antwerpen,BE,2025-02-12,Salbutamol inhalator,Rx,4.0,19.02,10.0,68.47,creditcard,4,1.9,nee,0,0
ORD-100297,K1016,Antwerpen,BE,2025-12-01,Metformine 850mg,Rx,60.0,4.36,5.0,248.52,factuur,4,3.3,nee,0,0
ORD-102259,K1101,Amsterdam,NL,2025-01-31,Insuline pen,Koelketen,13.0,42.57,0.0,553.41,creditcard,6,4.0,nee,0,0
ORD-102308,K1144,Utrecht,NL,2025-09-16,Amoxicilline 250mg,Rx,53.0,7.17,0.0,380.01,factuur,4,2.7,nee,0,0
ORD-100885,K1044,Eindhoven,NL,2025-04-23,Paracetamol 500mg,OTC,10.0,1.79,0.0,17.9,creditcard,4,3.4,nee,0,0
ORD-100523,K1052,Amsterdam,NL,2025-01-13,Omeprazol 20mg,Rx,24.0,5.22,0.0,125.28,factuur,4,2.8,nee,0,0
ORD-100004,K1144,Amsterdam,NL,2025-11-17,Omeprazol 20mg,Rx,34.0,5.16,0.0,175.44,factuur,4,1.5,nee,0,0
ORD-101644,K1160,Amsterdam,NL,2025-05-01,Vitamine D3 25mcg,OTC,14.0,7.44,5.0,98.95,creditcard,4,1.0,nee,0,0
ORD-102027,K1022,Rotterdam,NL,2025-03-15,Metformine 850mg,Rx,109.0,4.23,0.0,461.07,incasso,4,5.0,ja,1,0
ORD-102200,K1001,Rotterdam,NL,2025-02-28,Vitamine D3 25mcg,OTC,23.0,7.16,0.0,148.21,onbekend,4,3.6,nee,0,0
ORD-102038,K1143,Den Haag,NL,2025-01-31,Vitamine D3 25mcg,OTC,8.0,7.23,10.0,52.06,factuur,4,2.6,nee,0,0
ORD-101130,K1100,Antwerpen,BE,2025-06-20,Simvastatine 40mg,Rx,35.0,3.82,0.0,133.7,factuur,4,5.7,ja,1,0
ORD-100443,K1057,Groningen,NL,2025-01-11,Amoxicilline 250mg,Rx,8.0,7.01,0.0,56.08,factuur,4,3.5,nee,0,0
ORD-100101,K1170,Rotterdam,NL,2025-01-11,Omeprazol 20mg,Rx,49.0,5.17,0.0,253.33,creditcard,4,4.2,nee,1,0
ORD-101353,K1103,Eindhoven,NL,2025-10-03,Omeprazol 20mg,Rx,9.0,4.71,0.0,42.39,factuur,4,2.7,nee,0,0
ORD-101163,K1129,Amsterdam,NL,2025-04-27,Amoxicilline 250mg,Rx,9.0,6.78,0.0,61.02,creditcard,4,4.4,ja,1,0
ORD-100609,K1090,Antwerpen,BE,2025-09-20,Omeprazol 20mg,Rx,13.0,5.15,0.0,66.95,factuur,4,4.8,nee,1,0
ORD-100906,K1116,Eindhoven,NL,2025-02-05,Omeprazol 20mg,Rx,6.0,5.26,0.0,31.56,factuur,4,2.1,nee,0,0
ORD-100285,K1001,Amsterdam,NL,2025-09-01,Levothyroxine 50mcg,Rx,32.0,2.99,0.0,95.68,creditcard,4,3.1,nee,0,0
ORD-101338,K1079,Maastricht,NL,2025-11-02,Paracetamol 500mg,OTC,8.0,1.84,0.0,14.72,factuur,4,1.4,nee,0,0
ORD-101838,K1079,Antwerpen,BE,2025-05-06,Paracetamol 500mg,OTC,19.0,1.81,0.0,34.39,factuur,4,2.0,nee,0,0
ORD-100464,K1021,Rotterdam,NL,2025-08-20,Metformine 850mg,Rx,17.0,4.28,10.0,65.48,creditcard,4,1.5,nee,0,0
ORD-101031,K1025,Maastricht,NL,2025-11-23,Simvastatine 40mg,Rx,22.0,3.88,0.0,85.36,onbekend,4,3.0,nee,0,0
ORD-100734,K1004,Maastricht,NL,2025-02-18,Paracetamol 500mg,OTC,58.0,1.88,0.0,109.04,creditcard,4,4.3,ja,1,0
ORD-101813,K1025,Eindhoven,NL,2025-10-21,Insuline pen,Koelketen,29.0,42.09,20.0,976.49,vooruitbetaling,6,5.6,nee,0,0
ORD-101028,K1036,Zwolle,NL,2025-07-06,Levothyroxine 50mcg,Rx,17.0,3.19,0.0,54.23,vooruitbetaling,4,1.4,nee,0,0
ORD-102034,K1165,Groningen,NL,2025-04-29,Vitamine D3 25mcg,OTC,55.0,6.87,0.0,377.85,vooruitbetaling,4,1.6,nee,0,0
ORD-101732,K1107,Antwerpen,BE,2025-11-28,Amoxicilline 250mg,Rx,15.0,7.03,20.0,84.36,incasso,4,1.4,nee,0,0
ORD-100961,K1150,Den Haag,NL,2025-11-23,Omeprazol 20mg,Rx,12.0,5.15,15.0,52.53,factuur,4,2.8,nee,0,0
ORD-101635,K1075,Groningen,NL,2025-10-11,Simvastatine 40mg,Rx,14.0,4.03,0.0,56.42,factuur,4,1.5,nee,0,0
ORD-102048,K1081,Maastricht,NL,2025-07-27,Metformine 850mg,Rx,11.0,4.29,20.0,37.75,vooruitbetaling,4,2.6,nee,0,0
