order_id,klant_id,stad,land,datum_besteld,product,categorie,aantal,stuksprijs,korting_pct,omzet,betaalmethode,beloofde_levertijd,levertijd_dagen,klachtmelding,te_laat
ORD-100997,K1086,A'dam,NL,29/10/25,Vitamine D3 25mcg,OTC,84,7.12,5.0,568.18,incasso,4,1.4,nee,0
ORD-100147,K1030,Eindhoven,NL,14/01/25,Vitamine D3 25mcg,OTC,36,7.53,,243.97,incasso,4,2.6,ja,0
ORD-100034,K1071,Eindhoven,NL,08-08-2025,Ibuprofen 400mg,OTC,20,2.36,10.0,42.48,incasso,4,3.2,nee,0
ORD-100164,K1148,Rotterdam,NL,12/09/25,Insuline pen,Koelketen,55,42.95,10.0,2126.02,factuur,6,3.4,nee,0
ORD-100069,K1016,den haag,NL,02/11/25,Metformine 850mg,Rx,21,4.05,5.0,80.8,creditcard,4,3.5,nee,0
ORD-102163,K1095,Zwolle,NL,27/06/25,Ibuprofen 400mg,OTC,54,2.42,20.0,104.54,creditcard,4,4.3,ja,1
ORD-101323,K1087,Utrceht,NL,24/08/25,Metformine 850mg,Rx,14,4.27,10.0,53.8,incasso,4,3.6,nee,0
ORD-102077,K1129,utrecht,NL,23-07-2025,Ibuprofen 400mg,OTC,31,2.52,0.0,78.12,incasso,4,3.6,nee,0
ORD-101456,K1044,Groningen,NL,20-05-2025,Paracetamol 500mg,OTC,10,1.84,5.0,17.48,factuur,4,2.3,nee,0
ORD-101669,K1136,Den  Haag,NL,2025-11-26,Simvastatine 40mg,Rx,30,4.03,0.0,120.9,creditcard,4,1.0,nee,0
ORD-101036,K1170,UTRECHT,NL,23-06-2025,Paracetamol 500mg,OTC,14,1.87,15.0,22.25,factuur,4,4.8,nee,1
ORD-102123,K1168,amsterdam,NL,12/09/25,Paracetamol 500mg,OTC,25,1.86,5.0,44.18,factuur,4,2.4,nee,0
ORD-100617,K1095,utrecht,NL,05/02/25,Levothyroxine 50mcg,Rx,92,2.87,5.0,250.84,creditcard,4,2.1,nee,0
ORD-101290,K1092,Maastricht,NL,06-02-2025,Simvastatine 40mg,Rx,142,4.04,20.0,458.94,incasso,4,3.2,nee,0
ORD-100310,K1136,Zwolle,NL,2025-07-14,Vitamine D3 25mcg,OTC,20,7.53,5.0,143.07,incasso,4,2.9,nee,0
ORD-100823,K1020,Utrecht ,NL,2025-09-27,Omeprazol 20mg,Rx,6,5.01,0.0,30.06,creditcard,4,2.6,nee,0
ORD-100890,K1093,Den Haag,NL,18/08/25,Metformine 850mg,Rx,64,4.06,5.0,246.85,vooruitbetaling,4,4.0,nee,1
ORD-100584,K1110,Maastricht,NL,16-06-2025,Ibuprofen 400mg,OTC,17,2.4,5.0,38.76,creditcard,4,2.0,nee,0
ORD-101120,K1114,Amsterdam ,NL,2025-11-04,Ibuprofen 400mg,OTC,36,2.44,10.0,79.06,factuur,4,2.6,nee,0
ORD-101256,K1149,Utrceht,NL,2025-08-26,Simvastatine 40mg,Rx,68,3.97,20.0,215.97,creditcard,4,1.3,nee,0
ORD-100591,K1007,rotterdam,NL,16/11/25,Vitamine D3 25mcg,OTC,42,7.13,,299.46,incasso,4,1.8,nee,0
ORD-100061,K1084,,NL,2025-10-25,Levothyroxine 50mcg,Rx,2,3.1,,5.89,incasso,4,,nee,0
ORD-100389,K1024,rotterdam,NL,18-06-2025,Ibuprofen 400mg,OTC,29,2.41,15.0,59.41,creditcard,4,2.7,nee,0
ORD-101740,K1025,den haag,NL,10/01/25,Ibuprofen 400mg,OTC,11,2.41,0.0,26.51,creditcard,4,1.3,nee,0
ORD-100492,K1174,A'dam,NL,2025-02-16,Levothyroxine 50mcg,Rx,17,3.1,10.0,47.43,vooruitbetaling,4,4.0,nee,0
ORD-101117,K1162,Amsterdam,NL,03/10/25,Levothyroxine 50mcg,Rx,14,3.14,10.0,39.56,incasso,4,1.9,nee,0
ORD-101662,K1127,Utrecht ,NL,2025-08-25,Paracetamol 500mg,OTC,29,1.98,0.0,57.42,incasso,4,2.6,nee,0
ORD-100760,K1130,Groningen,NL,12/06/25,Ibuprofen 400mg,OTC,9,2.45,5.0,20.95,creditcard,4,3.3,nee,0
ORD-102147,K1109,Antwerpen,BE,13/02/25,Ibuprofen 400mg,OTC,100,2.54,10.0,228.6,creditcard,4,3.6,nee,0
ORD-100128,K1140,Zwolle,NL,2025-08-26,Amoxicilline 250mg,Rx,44,6.65,,292.6,,4,,ja,1
ORD-100933,K1006,Antwerpen,BE,24/03/25,Omeprazol 20mg,Rx,3,5.04,10.0,13.61,factuur,4,,nee,0
ORD-101627,K1143,utrecht,NL,22-04-2025,Ibuprofen 400mg,OTC,30,2.38,10.0,64.26,creditcard,4,1.2,nee,0
ORD-101630,K1093,Rotterdam,NL,26/08/25,Levothyroxine 50mcg,Rx,52,3.01,,156.52,incasso,4,1.5,nee,0
ORD-102229,K1102,Eindhoven,NL,01/12/25,Paracetamol 500mg,OTC,3,1.85,20.0,4.44,factuur,4,5.2,ja,1
ORD-100467,K1045,Gent,BEL,13/05/25,Salbutamol inhalator,Rx,3,17.77,0.0,53.31,incasso,4,1.9,nee,0
ORD-101550,K1105,Amsterdam ,NL,23/05/25,Simvastatine 40mg,Rx,55,4.28,0.0,235.4,creditcard,4,1.8,nee,0
ORD-101819,K1058,'s-Gravenhage,NL,09/05/25,Salbutamol inhalator,Rx,27,19.07,5.0,489.15,creditcard,4,3.5,nee,0
ORD-101175,K1031,Amsterdam,NL,19-03-2025,Paracetamol 500mg,OTC,72,1.85,0.0,133.2,incasso,4,,nee,0
ORD-100062,K1121,Maastricht,NL,12-11-2025,Insuline pen,Koelketen,24,41.98,20.0,806.02,incasso,6,4.4,nee,0
ORD-100154,K1073,Gent,Belgie,08-05-2025,Metformine 850mg,Rx,51,4.14,5.0,200.58,creditcard,4,2.6,nee,0
ORD-101544,K1024,Groningen,NL,2025-10-08,Salbutamol inhalator,Rx,37,19.39,15.0,492.59,creditcard,4,3.1,nee,0
ORD-102114,K1043,Den Haag,NL,2025-06-20,Ibuprofen 400mg,OTC,16,2.29,5.0,34.81,creditcard,4,5.3,nee,1
ORD-101301,K1164,Amsterdam,NL,2025-04-06,Insuline pen,Koelketen,24,41.52,0.0,996.48,vooruitbetaling,6,4.6,nee,0
ORD-101407,K1172,Utrecht ,NL,16/07/25,Metformine 850mg,Rx,92,4.19,10.0,346.93,creditcard,4,1.1,nee,0
ORD-101668,K1054,Antwerpen,BE,19-04-2025,Metformine 850mg,Rx,40,4.39,10.0,158.04,incasso,4,3.9,nee,0
ORD-101731,K1019,A'dam,NL,11/08/25,Insuline pen,Koelketen,14,41.72,10.0,525.67,creditcard,6,3.5,nee,0
ORD-101336,K1077,Utrecht,NL,25/03/25,Insuline pen,Koelketen,10,42.62,0.0,426.2,factuur,6,2.9,nee,0
ORD-102001,K1145,Rotterdam,NL,2025-10-10,Metformine 850mg,Rx,47,4.1,5.0,183.06,vooruitbetaling,4,3.3,nee,0
ORD-101107,K1140,A'dam,NL,2025-08-19,Simvastatine 40mg,Rx,24,3.91,0.0,150.6,creditcard,4,1.1,nee,0
ORD-101991,K1179,Gent,BEL,2025-11-16,Simvastatine 40mg,Rx,5,4.01,20.0,16.04,factuur,4,,nee,0
ORD-102180,K1154,A'dam,NL,2025-01-06,Levothyroxine 50mcg,Rx,15,3.09,10.0,41.72,vooruitbetaling,4,3.2,nee,0
ORD-102101,K1071,Eindhoven,NL,2025-04-14,Vitamine D3 25mcg,OTC,9,7.4,5.0,63.27,incasso,4,1.7,nee,0
ORD-100573,K1136,Utrecht,NL,08/02/25,Omeprazol 20mg,Rx,19,5.15,0.0,97.85,creditcard,4,3.8,nee,0
ORD-101145,K1139,Rotterdam,NL,2025-05-13,Amoxicilline 250mg,Rx,11,6.71,20.0,59.05,factuur,4,1.0,nee,0
ORD-100966,K1103,Rotterdam,NL,21-09-2025,Metformine 850mg,Rx,17,4.26,5.0,68.8,incasso,4,4.3,ja,1
ORD-100833,K1093,Groningen,NL,2025-05-23,Metformine 850mg,Rx,18,4.12,0.0,74.16,,4,3.7,nee,0
ORD-101267,K1093,Utrecht,NL,2025-11-01,Paracetamol 500mg,OTC,11,1.9,5.0,19.85,vooruitbetaling,4,,nee,0
ORD-101383,K1036,Eindhoven,NL,18/10/25,Paracetamol 500mg,OTC,20,1.9,10.0,34.2,incasso,4,2.7,nee,0
ORD-100157,K1016,Zwolle,NL,2025-02-09,Ibuprofen 400mg,OTC,10,2.45,10.0,22.05,factuur,4,4.8,ja,1
ORD-101465,K1013,Amsterdam,NL,19/02/25,Insuline pen,Koelketen,65,44.29,0.0,2878.85,factuur,6,5.2,nee,0
ORD-101767,K1151,A'dam,NL,01-10-2025,Ibuprofen 400mg,OTC,81,2.42,10.0,176.42,vooruitbetaling,4,2.6,nee,0
ORD-101390,K1121,Utrecht,NL,04-11-2025,Levothyroxine 50mcg,Rx,21,3.25,10.0,61.42,factuur,4,1.8,nee,0
ORD-101055,K1026,A'dam,NL,2025-11-05,Amoxicilline 250mg,Rx,19,6.84,0.0,129.96,factuur,4,2.9,nee,0
ORD-100298,K1179,UTRECHT,NL,24-08-2025,Paracetamol 500mg,OTC,48,1.88,15.0,76.7,creditcard,4,3.3,nee,0
ORD-100759,K1121,Rotterdam,NL,06/10/25,Vitamine D3 25mcg,OTC,10,7.16,0.0,71.6,incasso,4,2.6,nee,0
ORD-100020,K1070,Zwolle,NL,10/02/25,Levothyroxine 50mcg,Rx,14,3.25,15.0,38.67,creditcard,4,1.0,nee,0
ORD-102140,K1059,Amsterdam ,NL,02-07-2025,Vitamine D3 25mcg,OTC,35,7.51,10.0,236.56,,4,2.2,nee,0
ORD-101943,K1159,rotterdam,NL,09-09-2025,Salbutamol inhalator,Rx,58,18.49,0.0,1072.42,creditcard,4,3.6,nee,0
ORD-100199,K1041,Utrceht,NL,2025-02-04,Ibuprofen 400mg,OTC,47,2.32,,109.04,incasso,4,1.3,nee,0
ORD-101311,K1003,Amsterdam,NL,10/09/25,Omeprazol 20mg,Rx,6,4.9,20.0,23.52,factuur,4,1.6,nee,0
ORD-100140,K1061,Zwolle,NL,10/04/25,Levothyroxine 50mcg,Rx,14,2.99,0.0,41.86,creditcard,4,2.3,nee,0
ORD-100036,K1176,Den Haag,NL,04-07-2025,Omeprazol 20mg,Rx,9,5.19,10.0,42.04,factuur,4,1.4,nee,0
ORD-100304,K1121,'s-Gravenhage,NL,2025-05-01,Levothyroxine 50mcg,Rx,95,3.24,,261.63,vooruitbetaling,4,1.8,nee,0
ORD-100025,K1007,Zwolle,NL,2025-02-02,Vitamine D3 25mcg,OTC,16,7.33,15.0,99.69,incasso,4,2.4,nee,0
ORD-101400,K1037,utrecht,NL,10/01/25,Amoxicilline 250mg,Rx,12,6.88,0.0,82.56,incasso,4,2.1,nee,0
ORD-100018,K1171,'s-Gravenhage,NL,19/09/25,Ibuprofen 400mg,OTC,7,2.47,,17.29,,4,2.3,nee,0
ORD-100072,K1049,Zwolle,NL,29/07/25,Ibuprofen 400mg,OTC,14,2.5,,29.75,factuur,4,1.4,nee,0
ORD-100667,K1034,rotterdam,NL,2025-05-12,Metformine 850mg,Rx,37,4.26,5.0,149.74,incasso,4,1.2,nee,0
ORD-100046,K1174,rotterdam,NL,20-05-2025,Omeprazol 20mg,Rx,54,5.14,5.0,263.68,factuur,4,3.8,nee,0
ORD-100640,K1127,Eindhoven,NL,2025-03-29,Vitamine D3 25mcg,OTC,36,7.07,10.0,229.07,factuur,4,1.6,nee,0
ORD-100121,K1088,antwerpen,Belgie,2025-03-03,Levothyroxine 50mcg,Rx,8,3.16,0.0,25.28,incasso,4,2.5,nee,0
ORD-101463,K1039,Amsterdam ,NL,2025-10-23,Levothyroxine 50mcg,Rx,22,3.18,0.0,69.96,incasso,4,2.0,nee,0
ORD-101093,K1093,Utrecht,NL,2025-08-05,Levothyroxine 50mcg,Rx,8,3.27,10.0,23.54,vooruitbetaling,4,1.0,nee,0
ORD-101681,K1080,utrecht,NL,04/02/25,Ibuprofen 400mg,OTC,8,2.35,5.0,17.86,,4,,nee,0
ORD-100038,K1056,UTRECHT,NL,08/06/25,Paracetamol 500mg,OTC,3,1.84,0.0,5.52,incasso,4,3.2,nee,0
ORD-100522,K1166,Rotterdam,NL,10/11/25,Amoxicilline 250mg,Rx,65,6.89,15.0,380.67,,4,1.9,nee,0
ORD-100070,K1023,Den Haag,NL,13/08/25,Ibuprofen 400mg,OTC,30,2.31,15.0,58.9,vooruitbetaling,4,3.1,nee,0
ORD-102199,K1047,Amsterdam ,NL,26/06/25,Vitamine D3 25mcg,OTC,21,7.36,15.0,131.38,vooruitbetaling,4,3.7,nee,0
ORD-101170,K1018,Utrecht,NL,05-02-2025,Vitamine D3 25mcg,OTC,3,7.39,5.0,21.06,vooruitbetaling,4,1.6,nee,0
ORD-101905,K1098,den haag,NL,05/08/25,Salbutamol inhalator,Rx,5,18.84,5.0,89.49,creditcard,4,2.6,nee,0
ORD-100692,K1097,Eindhoven,NL,24-02-2025,Amoxicilline 250mg,Rx,20,6.64,10.0,119.52,creditcard,4,2.0,nee,0
ORD-102167,K1021,den haag,NL,2025-04-25,Levothyroxine 50mcg,Rx,38,3.09,10.0,105.68,creditcard,4,3.1,nee,0
ORD-102105,K1068,Rotterdam,NL,05/04/25,Paracetamol 500mg,OTC,18,1.88,20.0,27.07,creditcard,4,3.6,nee,0
ORD-100916,K1141,amsterdam,NL,17/08/25,Vitamine D3 25mcg,OTC,12,7.56,,90.72,vooruitbetaling,4,3.2,nee,0
ORD-101852,K1089,Maastricht,NL,04/10/25,Levothyroxine 50mcg,Rx,19,3.27,0.0,62.13,vooruitbetaling,4,2.3,nee,0
ORD-102307,K1038,Eindhoven,NL,2025-04-08,Vitamine D3 25mcg,OTC,14,7.19,,80.53,vooruitbetaling,4,3.1,nee,0
ORD-101136,K1165,amsterdam,NL,2025-05-20,Vitamine D3 25mcg,OTC,20,7.36,0.0,147.2,incasso,4,2.5,nee,0
ORD-101051,K1136,antwerpen,BEL,28/04/25,Omeprazol 20mg,Rx,16,5.0,20.0,64.0,factuur,4,1.0,nee,0
ORD-101462,K1078,Eindhoven,NL,08/01/25,Metformine 850mg,Rx,13,4.13,10.0,48.32,vooruitbetaling,4,,nee,0
ORD-100979,K1015,Den  Haag,NL,2025-07-17,Metformine 850mg,Rx,33,4.29,0.0,141.57,incasso,4,1.0,nee,0
ORD-101559,K1162,Eindhoven,NL,2025-03-31,Amoxicilline 250mg,Rx,26,6.94,15.0,153.37,vooruitbetaling,4,4.3,ja,1
ORD-101113,K1122,Maastricht,NL,05-04-2025,Salbutamol inhalator,Rx,34,18.72,20.0,509.18,creditcard,4,3.6,nee,0
ORD-101695,K1139,'s-Gravenhage,NL,21-09-2025,Vitamine D3 25mcg,OTC,17,7.1,20.0,96.56,creditcard,4,2.4,nee,0
ORD-101934,K1166,Utrecht,NL,13/10/25,Amoxicilline 250mg,Rx,4,7.22,10.0,25.99,incasso,4,1.0,ja,0
ORD-101312,K1011,A'dam,NL,06-10-2025,Levothyroxine 50mcg,Rx,11,3.06,5.0,31.98,incasso,4,2.0,nee,0
ORD-101392,K1107,antwerpen,Belgie,2025-03-24,Omeprazol 20mg,Rx,10,4.95,0.0,49.5,factuur,4,2.0,nee,0
ORD-102362,K1058,Eindhoven,NL,2025-10-29,Insuline pen,Koelketen,20,41.79,20.0,668.64,incasso,6,4.5,nee,0
ORD-100631,K1026,rotterdam,NL,16/11/25,Levothyroxine 50mcg,Rx,19,3.27,,62.13,factuur,4,,nee,0
ORD-101835,K1113,Maastricht,NL,12/11/25,Metformine 850mg,Rx,37,3.95,0.0,146.15,incasso,4,1.0,nee,0
ORD-100800,K1163,Gent,Belgie,2025-03-02,Levothyroxine 50mcg,Rx,10,3.12,0.0,31.2,factuur,4,3.1,nee,0
ORD-101285,K1071,'s-Gravenhage,NL,31/03/25,Insuline pen,Koelketen,10,42.25,0.0,422.5,vooruitbetaling,6,5.4,nee,0
ORD-101972,K1147,Groningen,NL,2025-05-29,Vitamine D3 25mcg,OTC,21,7.57,5.0,151.02,vooruitbetaling,4,2.3,nee,0
ORD-102283,K1178,,Belgie,2025-08-03,Amoxicilline 250mg,Rx,19,6.99,0.0,132.81,creditcard,4,2.0,nee,0
ORD-100222,K1178,Utrecht,NL,16-06-2025,Vitamine D3 25mcg,OTC,6,7.22,0.0,43.32,factuur,4,2.3,nee,0
ORD-101378,K1027,Utrecht ,NL,17/11/25,Levothyroxine 50mcg,Rx,51,3.08,5.0,149.23,factuur,4,3.0,nee,0
ORD-100243,K1159,Groningen,NL,25-06-2025,Metformine 850mg,Rx,23,4.33,10.0,89.63,factuur,4,3.8,nee,0
ORD-101643,K1089,Rotterdam,NL,24/09/25,Ibuprofen 400mg,OTC,17,2.44,5.0,39.41,creditcard,4,1.8,nee,0
ORD-102007,K1080,Zwolle,NL,06/08/25,Paracetamol 500mg,OTC,66,1.86,5.0,116.62,vooruitbetaling,4,4.0,nee,0
ORD-101506,K1090,Amsterdam,NL,2025-06-20,Ibuprofen 400mg,OTC,11,2.37,,26.07,factuur,4,1.2,nee,0
ORD-101454,K1146,Den Haag,NL,05/10/25,Omeprazol 20mg,Rx,50,5.28,10.0,237.6,incasso,4,4.9,ja,1
ORD-101772,K1052,Antwerpen,Belgie,11-02-2025,Simvastatine 40mg,Rx,55,4.11,20.0,180.84,factuur,4,2.2,nee,0
ORD-100040,K1118,utrecht,NL,2025-02-22,Simvastatine 40mg,Rx,15,3.83,,57.45,factuur,4,4.3,ja,1
ORD-101088,K1033,Rotterdam,NL,24-05-2025,Levothyroxine 50mcg,Rx,47,3.06,0.0,143.82,incasso,4,3.7,nee,0
ORD-102136,K1077,den haag,NL,2025-05-03,Insuline pen,Koelketen,24,41.07,20.0,788.54,creditcard,6,4.4,nee,0
ORD-100288,K1073,Rotterdam,NL,2025-09-24,Ibuprofen 400mg,OTC,19,2.34,15.0,37.79,vooruitbetaling,4,1.3,nee,0
ORD-100908,K1027,amsterdam,NL,14-06-2025,Salbutamol inhalator,Rx,44,18.66,5.0,779.99,vooruitbetaling,4,1.4,nee,0
ORD-101494,K1050,Anvers,Belgie,2025-08-10,Ibuprofen 400mg,OTC,120,2.46,10.0,265.68,vooruitbetaling,4,3.3,nee,0
ORD-101554,K1172,amsterdam,NL,07-11-2025,Ibuprofen 400mg,OTC,113,2.56,0.0,289.28,incasso,4,3.3,nee,0
ORD-102067,K1023,Gent,BE,19-03-2025,Levothyroxine 50mcg,Rx,6,2.9,0.0,17.4,incasso,4,1.8,nee,0
ORD-102377,K1122,den haag,NL,2025-08-02,Ibuprofen 400mg,OTC,72,2.34,10.0,151.63,,4,2.5,nee,0
ORD-100283,K1075,rotterdam,NL,16/10/25,Simvastatine 40mg,Rx,10,3.92,0.0,39.2,creditcard,4,2.6,nee,0
ORD-102151,K1040,A'dam,NL,2025-10-17,Vitamine D3 25mcg,OTC,29,7.78,5.0,214.34,factuur,4,4.2,nee,1
ORD-100588,K1044,Gent,Belgie,04-06-2025,Levothyroxine 50mcg,Rx,11,3.02,10.0,29.9,creditcard,4,1.8,nee,0
ORD-101511,K1168,Eindhoven,NL,28-03-2025,Salbutamol inhalator,Rx,21,18.99,5.0,378.85,incasso,4,1.6,nee,0
ORD-102370,K1079,Groningen,NL,2025-06-14,Insuline pen,Koelketen,31,41.29,20.0,1023.99,factuur,6,4.8,nee,0
ORD-101678,K1011,Antwerpen,Belgie,27/06/25,Amoxicilline 250mg,Rx,9,6.62,0.0,59.58,vooruitbetaling,4,1.8,nee,0
ORD-100610,K1076,Zwolle,NL,09-06-2025,Ibuprofen 400mg,OTC,8,2.46,5.0,18.7,creditcard,4,1.0,nee,0
ORD-101927,K1119,Groningen,NL,08-01-2025,Salbutamol inhalator,Rx,15,18.56,0.0,278.4,factuur,4,2.3,nee,0
ORD-100180,K1172,Eindhoven,NL,28/10/25,Salbutamol inhalator,Rx,15,18.14,0.0,272.1,creditcard,4,3.8,nee,0
ORD-100146,K1132,utrecht,NL,2025-04-18,Paracetamol 500mg,OTC,42,1.8,,75.6,vooruitbetaling,4,2.5,nee,0
ORD-101601,K1116,Utrecht,NL,2025-09-23,Salbutamol inhalator,Rx,16,18.95,10.0,272.88,incasso,4,2.2,nee,0
ORD-101882,K1153,Utrecht,NL,14/05/25,Levothyroxine 50mcg,Rx,22,3.03,15.0,56.66,factuur,4,2.9,nee,0
ORD-100413,K1074,Antwerpen,BEL,18/03/25,Simvastatine 40mg,Rx,46,3.91,0.0,179.86,factuur,4,1.4,nee,0
ORD-100765,K1062,A'dam,NL,28/11/25,Amoxicilline 250mg,Rx,9,6.8,20.0,48.96,factuur,4,3.4,nee,0
ORD-100606,K1080,'s-Gravenhage,NL,2025-06-21,Levothyroxine 50mcg,Rx,24,3.32,,79.68,vooruitbetaling,4,,nee,0
ORD-100425,K1156,Utrecht,NL,2025-07-03,Levothyroxine 50mcg,Rx,46,3.18,15.0,124.34,vooruitbetaling,4,4.4,nee,1
ORD-100485,K1059,A'dam,NL,2025-08-20,Omeprazol 20mg,Rx,31,4.94,0.0,153.14,factuur,4,4.6,ja,1
ORD-100172,K1177,Zwolle,NL,2025-07-24,Levothyroxine 50mcg,Rx,33,3.07,10.0,91.18,vooruitbetaling,4,3.4,nee,0
ORD-101204,K1169,A'dam,NL,23/02/25,Omeprazol 20mg,Rx,18,5.1,10.0,82.62,vooruitbetaling,4,2.2,nee,0
ORD-101363,K1169,Utrceht,NL,2025-08-19,Amoxicilline 250mg,Rx,8,6.68,10.0,48.1,creditcard,4,1.0,nee,0
ORD-101309,K1063,Rotterdam,NL,20-11-2025,Salbutamol inhalator,Rx,15,19.17,0.0,287.55,factuur,4,1.9,nee,0
ORD-101453,K1122,Anvers,BE,14-06-2025,Simvastatine 40mg,Rx,23,4.09,5.0,89.37,factuur,4,1.0,ja,0
ORD-101523,K1108,amsterdam,NL,30/07/25,Paracetamol 500mg,OTC,4,1.81,0.0,7.24,factuur,4,2.0,nee,0
ORD-100487,K1126,Groningen,NL,2025-09-21,Amoxicilline 250mg,Rx,53,6.8,0.0,360.4,incasso,4,2.6,nee,0
ORD-102095,K1034,Gent,Belgie,01/07/25,Salbutamol inhalator,Rx,37,19.14,20.0,566.54,incasso,4,1.0,nee,0
ORD-100642,K1082,Groningen,NL,06/02/25,Levothyroxine 50mcg,Rx,56,3.08,15.0,146.61,factuur,4,2.7,nee,0
ORD-100227,K1018,Utrecht ,NL,18/09/25,Simvastatine 40mg,Rx,9,4.03,10.0,32.64,incasso,4,4.0,nee,0
ORD-100575,K1004,A'dam,NL,18-07-2025,Paracetamol 500mg,OTC,26,1.81,5.0,44.71,factuur,4,2.6,nee,0
ORD-101096,K1062,Utrecht,NL,05-02-2025,Simvastatine 40mg,Rx,5,3.95,10.0,17.78,vooruitbetaling,4,1.1,nee,0
ORD-102162,K1119,UTRECHT,NL,2025-07-15,Omeprazol 20mg,Rx,106,5.31,0.0,562.86,incasso,4,2.9,nee,0
ORD-100203,K1119,antwerpen,BEL,25-10-2025,Levothyroxine 50mcg,Rx,22,2.88,20.0,50.69,incasso,4,4.3,ja,1
ORD-101528,K1141,Groningen,NL,14-04-2025,Insuline pen,Koelketen,17,41.71,0.0,709.07,creditcard,6,3.5,nee,0
ORD-100841,K1069,Amsterdam,NL,05/07/25,Ibuprofen 400mg,OTC,27,2.4,0.0,64.8,vooruitbetaling,4,3.5,nee,0
ORD-102294,K1099,Amsterdam,NL,18/07/25,Vitamine D3 25mcg,OTC,18,7.33,20.0,34.61,incasso,4,2.6,nee,0
ORD-101867,K1000,Rotterdam,NL,2025-08-13,Ibuprofen 400mg,OTC,13,2.3,,29.9,vooruitbetaling,4,2.0,nee,0
ORD-101211,K1121,rotterdam,NL,2025-11-04,Simvastatine 40mg,Rx,20,3.97,20.0,63.52,,4,2.0,nee,0
ORD-100640,K1127,Eindhoven,NL,2025-03-29,Vitamine D3 25mcg,OTC,36,7.07,10.0,229.07,factuur,4,1.6,nee,0
ORD-100499,K1047,Rotterdam,NL,15/02/25,Vitamine D3 25mcg,OTC,40,7.34,15.0,249.56,vooruitbetaling,4,4.6,ja,1
ORD-101007,K1070,Eindhoven,NL,2025-01-09,Vitamine D3 25mcg,OTC,73,7.16,0.0,522.68,vooruitbetaling,4,3.6,nee,0
ORD-101493,K1055,Rotterdam,NL,2025-05-14,Insuline pen,Koelketen,45,42.8,5.0,1829.7,incasso,6,3.5,nee,0
ORD-100713,K1110,Rotterdam,NL,05-09-2025,Simvastatine 40mg,Rx,28,3.73,0.0,104.44,factuur,4,2.9,nee,0
ORD-102043,K1103,Utrecht ,NL,30-04-2025,Paracetamol 500mg,OTC,20,1.82,10.0,32.76,vooruitbetaling,4,1.4,nee,0
ORD-101572,K1017,utrecht,NL,2025-10-19,Ibuprofen 400mg,OTC,22,2.33,15.0,43.57,vooruitbetaling,4,4.0,ja,1
ORD-101422,K1142,UTRECHT,NL,2025-09-26,Salbutamol inhalator,Rx,64,18.15,15.0,987.36,creditcard,4,4.6,ja,1
ORD-102055,K1033,Utrecht ,NL,05-04-2025,Ibuprofen 400mg,OTC,22,2.46,0.0,54.12,,4,3.9,nee,0
ORD-102019,K1113,Groningen,NL,02/03/25,Paracetamol 500mg,OTC,94,1.77,20.0,133.1,incasso,4,3.8,nee,0
ORD-100371,K1077,Zwolle,NL,06-09-2025,Ibuprofen 400mg,OTC,31,2.45,20.0,60.76,factuur,4,3.3,nee,0
ORD-101042,K1171,Utrecht,NL,2025-04-10,Omeprazol 20mg,Rx,37,5.24,5.0,184.19,vooruitbetaling,4,1.7,nee,0
ORD-100409,K1104,amsterdam,NL,2025-07-29,Vitamine D3 25mcg,OTC,8,7.36,0.0,58.88,incasso,4,3.0,nee,0
ORD-100550,K1025,Rotterdam,NL,07-09-2025,Levothyroxine 50mcg,Rx,21,3.12,,52.42,creditcard,4,4.7,ja,1
ORD-101817,K1083,Eindhoven,NL,21/04/25,Amoxicilline 250mg,Rx,28,6.62,5.0,176.09,vooruitbetaling,4,3.2,nee,0
ORD-101893,K1024,Antwerpen,BEL,2025-01-31,Metformine 850mg,Rx,6,4.13,0.0,24.78,incasso,4,1.0,nee,0
ORD-102264,K1082,Anvers,BE,02/05/25,Ibuprofen 400mg,OTC,28,2.3,10.0,57.96,factuur,4,3.5,nee,0
ORD-102301,K1137,Maastricht,NL,08-06-2025,Vitamine D3 25mcg,OTC,20,7.15,5.0,135.85,creditcard,4,2.0,nee,0
ORD-101513,K1107,Den Haag,NL,09/11/25,Metformine 850mg,Rx,42,4.28,15.0,152.8,vooruitbetaling,4,4.0,ja,1
ORD-101961,K1049,A'dam,NL,2025-05-23,Vitamine D3 25mcg,OTC,58,7.44,10.0,388.37,creditcard,4,1.6,nee,0
ORD-102035,K1147,amsterdam,NL,25/09/25,Metformine 850mg,Rx,45,4.22,10.0,170.91,creditcard,4,,nee,0
ORD-100703,K1022,Gent,Belgie,21-07-2025,Metformine 850mg,Rx,42,4.18,0.0,175.56,factuur,4,1.9,nee,0
ORD-100387,K1004,Utrceht,NL,18/04/25,Paracetamol 500mg,OTC,15,1.85,0.0,27.75,factuur,4,4.1,ja,1
ORD-101156,K1094,Groningen,NL,2025-06-02,Paracetamol 500mg,OTC,58,1.91,10.0,99.7,incasso,4,1.0,nee,0
ORD-101273,K1038,Groningen,NL,20-01-2025,Levothyroxine 50mcg,Rx,181,3.17,0.0,573.77,vooruitbetaling,4,3.3,nee,0
ORD-101914,K1158,Zwolle,NL,04/07/25,Amoxicilline 250mg,Rx,4,6.71,5.0,25.5,vooruitbetaling,4,3.8,nee,0
